Tumor_Sample_Barcode	APOBECtCa_enrich	BH_Fisher_p-value_tCa	tCa_to_G+tCa_to_T	tCa_MutLoad_MinEstimate	APOBECrtCa_enrich	APOBECytCa_enrich	APOBECytCa_enrich-APOBECrtCa_enrich	rtCa_to_G+rtCa_to_T	ytCa_to_G+ytCa_to_T	ntca+tgan	rtca+tgay	ytca+tgar	ytCa_rtCa_Fisher_p-value	ytCa_rtCa_BH_Fisher_p-value	APOBEC_tCa_enrich_quartile	A3A_or_A3B
SP49433	0.907606636961157	1	206	0	1.08855867077972	0.829859715370404	-0.258698955409316	98	108	9259	3786	5473	NA	NA	NA	NA
SP50165	0.906888370562889	1	320	0	1.0636607111747	0.84531911558897	-0.21834159558573	146	174	19312	7726	11586	NA	NA	NA	NA
SP99081	0.905402603202961	1	237	0	0.998732624693377	0.882340901648292	-0.116391723045085	102	135	15276	6115	9161	NA	NA	NA	NA
SP112237	0.904508182054592	1	202	0	1.09135193432084	0.819538216328739	-0.271813717992101	95	107	10202	4081	6121	NA	NA	NA	NA
SP99125	0.903909905223741	1	304	0	1.11026863569394	0.805022089047327	-0.305246546646613	145	159	18629	7415	11214	NA	NA	NA	NA
SP98861	0.902734518681673	1	421	0	0.930101115928343	0.920941817623423	-0.00915929830492002	170	251	24503	9836	14667	NA	NA	NA	NA
SP98967	0.901889509578637	1	173	0	1.30146273369736	0.676894543456479	-0.624568190240881	97	76	8948	3570	5378	NA	NA	NA	NA
SP112217	0.900269237626466	1	384	0	1.05170595290347	0.839369210292838	-0.212336742610632	175	209	26050	10435	15615	NA	NA	NA	NA
SP112051	0.899442991121616	1	433	0	1.04621938870652	0.842599128891528	-0.203620259814992	198	235	26414	10678	15736	NA	NA	NA	NA
SP112215	0.899128271560044	1	324	0	1.01388836616348	0.86088130974452	-0.15300705641896	145	179	21820	8892	12928	NA	NA	NA	NA
SP112210	0.898637217555235	1	343	0	1.11776699538665	0.789480179389765	-0.328286815996885	168	175	21573	8717	12856	NA	NA	NA	NA
SP49322	0.897906805280541	1	222	0	1.05761491633317	0.833039600224327	-0.224575316108843	102	120	11548	4631	6917	NA	NA	NA	NA
SP109384	0.897232734400461	1	159	0	1.21777060749595	0.716909858659639	-0.500860748836311	86	73	8107	3320	4787	NA	NA	NA	NA
SP50139	0.895522833702537	1	167	0	0.92175700752182	0.918358438708034	-0.00339856881378597	70	97	9451	3953	5498	NA	NA	NA	NA
SP107007	0.894218694577936	1	376	0	1.07871427261757	0.80972332493491	-0.26899094768266	179	197	21976	8911	13065	NA	NA	NA	NA
SP99137	0.893713574203754	1	344	0	1.01564530442775	0.849674701913299	-0.165970602514451	154	190	24025	9708	14317	NA	NA	NA	NA
SP107025	0.893676089259092	1	277	0	0.985419571352098	0.8684991110749	-0.116920460277198	119	158	19355	7722	11633	NA	NA	NA	NA
SP50159	0.892579155989366	1	299	0	1.0612456343059	0.820781839853985	-0.240463794451915	140	159	17874	7241	10633	NA	NA	NA	NA
SP49205	0.892070114719383	1	158	0	1.1104500591705	0.787330150516319	-0.323119908654181	77	81	7071	2847	4224	NA	NA	NA	NA
SP112174	0.890445982217809	1	160	0	0.986745119965511	0.866787633173066	-0.119957486792445	69	91	8282	3311	4971	NA	NA	NA	NA
SP112170	0.884786998663721	1	453	0	1.03599162535951	0.824350647689898	-0.211640977669612	206	247	26114	10417	15697	NA	NA	NA	NA
SP107097	0.884717349562229	1	218	0	1.13069368381966	0.764888108766125	-0.365805575053535	108	110	13593	5425	8168	NA	NA	NA	NA
SP99077	0.88231369699845	1	225	0	1.13157461846192	0.757447664168664	-0.374126954293256	113	112	12989	5236	7753	NA	NA	NA	NA
SP112290	0.881933772186134	1	355	0	1.0243156723968	0.823959575632004	-0.200356096764796	162	193	24158	9737	14421	NA	NA	NA	NA
SP98305	0.881149436348361	1	395	0	0.844034185714978	0.944680559136647	0.100646373421669	146	249	22502	8916	13586	NA	NA	NA	NA
SP98887	0.8801413033386	1	347	0	1.07085956251936	0.788166820888957	-0.282692741630403	167	180	23422	9504	13918	NA	NA	NA	NA
SP112283	0.879774982103896	1	215	0	0.951036414903178	0.869704645781912	-0.0813317691212661	92	123	13600	5524	8076	NA	NA	NA	NA
SP49469	0.879469781854117	1	227	0	1.07317207463485	0.788990697791132	-0.284181376843718	108	119	10742	4299	6443	NA	NA	NA	NA
SP98915	0.875426232652259	1	196	0	1.09425330627997	0.763116366234808	-0.331136940045162	97	99	12315	4999	7316	NA	NA	NA	NA
SP99229	0.874673152465781	1	181	0	0.860866157162453	0.923407080745783	0.0625409235833301	70	111	9715	3920	5795	NA	NA	NA	NA
SP98877	0.873756542718689	1	223	0	1.065548142216	0.785459056841362	-0.280089085374638	106	117	15676	6277	9399	NA	NA	NA	NA
SP107115	0.873689361107228	1	18	0	0.854457205359584	0.922639698826308	0.068182493466724	6	12	907	318	589	NA	NA	NA	NA
SP99141	0.873336231455321	1	247	0	0.93957403876219	0.864666052448398	-0.074907986313792	104	143	16965	6802	10163	NA	NA	NA	NA
SP99013	0.871367601957211	1	235	0	1.13478685074482	0.736106633596516	-0.398680217148304	119	116	13232	5287	7945	NA	NA	NA	NA
SP50157	0.871205117089883	1	226	0	1.05135452180339	0.78918887447122	-0.26216564733217	107	119	13016	5245	7771	NA	NA	NA	NA
SP112248	0.871158130369189	1	250	0	0.948473230960489	0.857254344031716	-0.091218886928773	107	143	17653	7122	10531	NA	NA	NA	NA
SP98875	0.869444312153486	1	271	0	1.02966395057783	0.798014577828788	-0.231649372749042	126	145	16236	6534	9702	NA	NA	NA	NA
SP107094	0.868999038609329	1	189	0	0.857867876301762	0.912278884582581	0.054411008280819	74	115	10958	4452	6506	NA	NA	NA	NA
SP99093	0.862634292135686	1	477	0	1.1208403157955	0.731030970837962	-0.389809344957538	240	237	30204	12014	18190	NA	NA	NA	NA
SP98991	0.862590691788526	1	167	0	1.11113146229866	0.730343187307322	-0.380788274991338	86	81	8851	3638	5213	NA	NA	NA	NA
SP99033	0.860428200394252	1	310	0	1.0141024608552	0.79229235899915	-0.22181010185605	145	165	23919	9737	14182	NA	NA	NA	NA
SP107028	0.858291618306091	1	229	0	1.0178222879148	0.788099940675671	-0.229722347239129	108	121	15543	6352	9191	NA	NA	NA	NA
SP112125	0.857836481748833	1	254	0	0.971109225443256	0.82016084047831	-0.150948384964946	114	140	21704	8844	12860	NA	NA	NA	NA
SP112304	0.857497739258289	1	265	0	1.05127811455816	0.769825693258806	-0.281452421299354	126	139	16964	6768	10196	NA	NA	NA	NA
SP106743	0.856488756881156	1	80	0	0.972918360761846	0.820505784107308	-0.152412576654538	35	45	5092	2017	3075	NA	NA	NA	NA
SP99003	0.855905242377847	1	289	0	0.938867722322618	0.839067890326922	-0.099799831995696	124	165	17736	7126	10610	NA	NA	NA	NA
SP98873	0.854196255816864	1	297	0	0.879436754293368	0.874644571777655	-0.00479218251571301	120	177	19887	8009	11878	NA	NA	NA	NA
SP107041	0.853885437548288	1	194	0	0.88028256614051	0.873238471782483	-0.007044094358027	79	115	12996	5267	7729	NA	NA	NA	NA
SP107019	0.852472977399279	1	238	0	0.975388855108566	0.809426788005291	-0.165962067103275	107	131	14847	5998	8849	NA	NA	NA	NA
SP112190	0.851208335365767	1	483	0	0.910065543721533	0.848360432336784	-0.061705111384749	204	279	32492	13170	19322	NA	NA	NA	NA
SP98925	0.850646232903376	1	156	0	0.819714325967509	0.910263594345264	0.090549268377755	60	96	8499	3482	5017	NA	NA	NA	NA
SP99101	0.848891843978723	1	204	0	0.940755744034433	0.830015380197966	-0.110740363836467	86	118	9265	3626	5639	NA	NA	NA	NA
SP107032	0.848723862839227	1	102	0	1.0563874273436	0.746138305938746	-0.310249121404854	51	51	7489	3100	4389	NA	NA	NA	NA
SP99133	0.848053940269794	1	253	0	1.08535300885393	0.724601758375005	-0.360751250478925	127	126	17308	6962	10346	NA	NA	NA	NA
SP99025	0.847532356947266	1	251	0	0.956240574878221	0.807513122149697	-0.148727452728524	112	139	18920	7661	11259	NA	NA	NA	NA
SP107052	0.844469351130163	1	210	0	0.911148225762734	0.836733661661451	-0.074414564101283	89	121	12251	4939	7312	NA	NA	NA	NA
SP98927	0.841306603078801	1	323	0	1.01195378104241	0.760861868010106	-0.251091913032304	156	167	23186	9566	13620	NA	NA	NA	NA
SP112160	0.839768233828599	1	233	0	1.11459782156001	0.691769737311926	-0.422828084248084	121	112	16047	6441	9606	NA	NA	NA	NA
SP99289	0.83963365029128	1	329	0	0.942412551440329	0.808066832068846	-0.134345719371483	145	184	24105	9720	14385	NA	NA	NA	NA
SP107146	0.838882710257461	1	251	0	1.00816711153058	0.761628218290657	-0.246538893239923	119	132	18574	7525	11049	NA	NA	NA	NA
SP98863	0.83815823929505	1	115	0	0.997228892676994	0.767662471342348	-0.229566421334646	54	61	5949	2411	3538	NA	NA	NA	NA
SP98885	0.837944579064012	1	292	0	1.0341137080692	0.740500132402824	-0.293613575666376	143	149	23267	9477	13790	NA	NA	NA	NA
SP112168	0.837835571618739	1	381	0	1.00397289892655	0.762927031419674	-0.241045867506876	179	202	26739	10760	15979	NA	NA	NA	NA
SP106631	0.836181524659473	1	383	0	0.963420381399221	0.789118762515966	-0.174301618883255	173	210	28121	11330	16791	NA	NA	NA	NA
SP99193	0.833805865180706	1	183	0	1.00129829070155	0.75619727477525	-0.2451010159263	86	97	13784	5528	8256	NA	NA	NA	NA
SP112180	0.833171831218072	1	259	0	1.05433265158013	0.72167680063566	-0.33265585094447	129	130	17343	7015	10328	NA	NA	NA	NA
SP99117	0.829500997874439	1	268	0	0.863565477381869	0.842196789248436	-0.021368688133433	110	158	20643	8348	12295	NA	NA	NA	NA
SP107104	0.827577962436476	1	256	0	0.943520219687114	0.786747701649061	-0.156772518038053	116	140	17352	7090	10262	NA	NA	NA	NA
SP99217	0.827432120746166	1	147	0	0.924374029112249	0.800597361256885	-0.123776667855364	66	81	9233	3820	5413	NA	NA	NA	NA
SP98871	0.826648727425131	1	167	0	0.96644261424017	0.769704101112501	-0.196738513127669	77	90	9288	3764	5524	NA	NA	NA	NA
SP98849	0.826205238517019	1	117	0	0.99783868749386	0.744427997106764	-0.253410690387096	56	61	7705	3132	4573	NA	NA	NA	NA
SP112213	0.825777055020212	1	318	0	1.02225122536737	0.733173561076614	-0.289077664290756	152	166	24112	9558	14554	NA	NA	NA	NA
SP98941	0.825672766927315	1	404	0	0.982395043884228	0.759369462531906	-0.223025581352322	188	216	28198	11341	16857	NA	NA	NA	NA
SP99129	0.823283858998145	1	355	0	1.03364731658806	0.719802906435034	-0.313844410153026	174	181	22671	9091	13580	NA	NA	NA	NA
SP98921	0.822219838790647	1	203	0	0.884680699729003	0.814110694890689	-0.070570004838314	86	117	14454	5832	8622	NA	NA	NA	NA
SP49157	0.821231153846505	1	324	0	0.891495328331927	0.811606806267383	-0.079888522064544	139	185	19213	7804	11409	NA	NA	NA	NA
SP98839	0.820949266346628	1	176	0	0.8474753694479	0.837210443642481	-0.010264925805419	72	104	12296	4994	7302	NA	NA	NA	NA
SP112261	0.818932841917653	1	164	0	1.06330628456192	0.693472524895976	-0.369833759665944	83	81	9601	3846	5755	NA	NA	NA	NA
SP99065	0.815114757266204	1	200	0	0.847932429270249	0.831686477044013	-0.016245952226236	82	118	13024	5279	7745	NA	NA	NA	NA
SP99097	0.811664524421594	1	87	0	1.07198212402052	0.679225436723294	-0.392756687297226	44	43	4050	1593	2457	NA	NA	NA	NA
SP112205	0.808789360751993	1	268	0	1.02507123750209	0.700368973731021	-0.324702263771069	133	135	17551	7061	10490	NA	NA	NA	NA
SP107109	0.806283768773126	1	130	0	0.851823083848194	0.814402397988642	-0.037420685859552	54	76	7038	2847	4191	NA	NA	NA	NA
SP50123	0.803274692573995	1	299	0	0.8828744734854	0.787053463806395	-0.0958210096790051	130	169	21178	8615	12563	NA	NA	NA	NA
SP99121	0.802418049195449	1	266	0	0.826422982698435	0.821838768249077	-0.00458421444935797	107	159	23289	9337	13952	NA	NA	NA	NA
SP99019	0.80138321783037	1	208	0	0.879857874233661	0.782451219614289	-0.097406654619372	90	118	14314	5785	8529	NA	NA	NA	NA
SP97771	0.798904998404067	1	716	0	0.888054202304358	0.777323481438231	-0.110730720866127	308	408	36826	14652	22174	NA	NA	NA	NA
SP98192	0.797741426874166	1	111	0	0.858852748069393	0.792626667445084	-0.066226080624309	46	65	5533	2186	3347	NA	NA	NA	NA
SP50179	0.79711569250864	1	234	0	1.01837633135119	0.67903238326071	-0.33934394809048	119	115	16751	6839	9912	NA	NA	NA	NA
SP107091	0.793739990665792	1	207	0	0.824819334847489	0.81181321073915	-0.013006124108339	83	124	13355	5304	8051	NA	NA	NA	NA
SP98855	0.793262667873632	1	173	0	0.853870369696057	0.787078073236996	-0.066792296459061	72	101	10980	4354	6626	NA	NA	NA	NA
SP50155	0.792299224468924	1	362	0	0.849416927283167	0.788869649096635	-0.0605472781865319	151	211	27766	11086	16680	NA	NA	NA	NA
SP98973	0.790653829834871	1	507	0	0.850941375513482	0.786113133522378	-0.064828241991104	213	294	41280	16551	24729	NA	NA	NA	NA
SP107111	0.787979100298789	1	271	0	0.94135852814817	0.717238659344736	-0.224119868803434	128	143	20078	8141	11937	NA	NA	NA	NA
SP49591	0.786961758583568	1	148	0	0.951490991261767	0.71153619258491	-0.239954798676857	70	78	10899	4377	6522	NA	NA	NA	NA
SP50133	0.78695361383263	1	141	0	0.94517960554027	0.718456451200719	-0.226723154339551	66	75	10903	4370	6533	NA	NA	NA	NA
SP112234	0.784097689450874	1	345	0	0.886775095760373	0.74886213395921	-0.137912961801163	154	191	28012	11347	16665	NA	NA	NA	NA
SP98904	0.765262033357247	1	162	0	0.813107232652462	0.767854176448353	-0.045253056204109	68	94	12122	4920	7202	NA	NA	NA	NA
SP98090	0.76325274452409	1	1201	0	0.764532385823128	0.795813858034578	0.0312814722114501	469	732	94428	37780	56648	NA	NA	NA	NA
SP107141	0.762855862479936	1	102	0	0.873955893311766	0.721385859012271	-0.152570034299495	46	56	6843	2765	4078	NA	NA	NA	NA
SP112241	0.761948272913047	1	220	0	0.916902100976445	0.691887623351471	-0.225014477624974	103	117	15468	6174	9294	NA	NA	NA	NA
SP107060	0.757178152998034	1	224	0	0.75863102483425	0.791754964962755	0.0331239401285049	87	137	15906	6340	9566	NA	NA	NA	NA
SP99001	0.75651273295942	1	155	0	0.858528999053243	0.722391068563419	-0.136137930489824	68	87	10992	4361	6631	NA	NA	NA	NA
SP99177	0.756421220340873	1	229	0	0.843196601542101	0.731007481763456	-0.112189119778645	99	130	19383	7708	11675	NA	NA	NA	NA
SP98900	0.755102839336388	1	211	0	0.734152313138087	0.801123323336369	0.066971010198282	80	131	14326	5729	8597	NA	NA	NA	NA
SP49175	0.749975036836946	1	128	0	0.658363907638758	0.848914991235013	0.190551083596255	44	84	9255	3731	5524	NA	NA	NA	NA
SP50097	0.748455083951556	1	403	0	0.795037826554348	0.751396373361289	-0.043641453193059	167	236	32054	12846	19208	NA	NA	NA	NA
SP112310	0.742365378197148	1	299	0	0.952248808203498	0.634168244867896	-0.318080563335602	150	149	26276	10546	15730	NA	NA	NA	NA
SP99109	0.730533368121822	1	308	0	0.887086288586836	0.657409283621833	-0.229677004965003	148	160	22038	8963	13075	NA	NA	NA	NA
SP112186	0.728958371733459	1	263	0	0.782544665219569	0.725775054555171	-0.056769610664398	110	153	16948	6780	10168	NA	NA	NA	NA
SP98865	0.727703017594796	1	98	0	0.746301568874159	0.744143241714819	-0.00215832715933995	40	58	5252	2140	3112	NA	NA	NA	NA
SP112141	0.719245147764658	1	465	0	0.861868701293941	0.655818110372591	-0.20605059092135	218	247	30580	12286	18294	NA	NA	NA	NA
SP112133	0.719163407502434	1	298	0	0.795000058653287	0.701513050546839	-0.0934870081064481	130	168	22267	9035	13232	NA	NA	NA	NA
SP112245	0.717946548356594	1	112	0	0.883200494395776	0.644212729763979	-0.238987764631797	53	59	7912	3132	4780	NA	NA	NA	NA
SP98853	0.709215363656478	1	241	0	0.753081562389566	0.711526621555772	-0.0415549408337941	103	138	21644	8951	12693	NA	NA	NA	NA
SP99057	0.699715275363254	1	58	0	0.77222528144885	0.676738503908701	-0.095486777540149	25	33	3609	1440	2169	NA	NA	NA	NA
SP50113	0.693302310463493	1	417	0	0.846513492599816	0.620885566507653	-0.225627926092163	199	218	39947	16020	23927	NA	NA	NA	NA
SP98859	0.686608295305427	1	137	0	0.828994055204532	0.620703315686761	-0.208290739517771	65	72	8306	3350	4956	NA	NA	NA	NA
SP49449	0.686380644830591	1	82	0	0.589491276154823	0.782599224502244	0.193107948347421	27	55	5416	2137	3279	NA	NA	NA	NA
SP120755	0.679838730928351	1	68	0	0.804651738216009	0.623882042333939	-0.18076969588207	32	36	4049	1652	2397	NA	NA	NA	NA
SP98891	0.663065610301497	1	368	0	0.699683671032074	0.666481420051649	-0.033202250980425	151	217	26163	10429	15734	NA	NA	NA	NA
SP99061	0.601513199329093	1	318	0	0.667761962884597	0.584460461122638	-0.0833015017619589	137	181	27426	10929	16497	NA	NA	NA	NA
SP50137	0.539333572310989	1	80	0	0.627998332739546	0.507823594580863	-0.120174738158683	36	44	5809	2313	3496	NA	NA	NA	NA
SP98851	0.479330365213297	1	56	0	0.44257825297772	0.525981769742078	0.083403516764358	20	36	4657	1852	2805	NA	NA	NA	NA
SP112188	0.472307744167213	1	558	0	0.453481096821783	0.505309652783295	0.051828555961512	204	354	30634	11979	18655	NA	NA	NA	NA
SP98060	0.470867270316441	1	48	0	0.700066472652988	0.346928603525663	-0.353137869127325	27	21	3384	1317	2067	NA	NA	NA	NA
SP98845	0.399789668626807	1	233	0	0.417679897961228	0.406792511123874	-0.010887386837354	95	138	26998	10836	16162	NA	NA	NA	NA
SP107012	0.360793308874804	1	560	0	0.425597909045341	0.334560467065461	-0.09103744197988	256	304	61164	24362	36802	NA	NA	NA	NA
SP56168	3.86844240905947	0	9694	7188	2.85372740451268	4.63703853065165	1.78331112613897	2648	7046	56056	21253	34803	3.33821020827606e-128	8.67934654151776e-127	4	A3A
SP54745	3.68054404023912	0	7712	5617	2.72601631878705	4.43017942959139	1.70416311080434	2155	5557	76510	29578	46932	7.60410318446407e-96	9.88533413980329e-95	4	A3A
SP53387	3.43260180772364	0	6566	4653	2.69727449021329	4.05821344561784	1.36093895540455	1972	4594	66464	26081	40383	5.09110531522639e-60	4.41229127319621e-59	4	A3A
SP50317	3.30610549165592	0	2971	2072	2.51283051452226	3.95675699201087	1.44392647748861	866	2105	25971	10210	15761	1.59158382825037e-34	8.27623590690195e-34	4	A3A
SP50713	3.27931117124226	0	2080	1446	2.54305146007454	3.89202570434785	1.34897424427331	611	1469	21871	8507	13364	1.93783636044295e-21	8.3972908952528e-21	3	A3A
SP54363	2.92186291040141	0	4421	2908	2.29545169140376	3.46681830862037	1.17136661721661	1342	3079	65258	25905	39353	1.22207299514928e-40	7.9434744684703e-40	3	A3A
SP55142	2.51070191511628	0	14217	8554	2.37483054152829	2.71327442219754	0.33844388066925	5282	8935	238293	96063	142230	1.80265202412215e-15	5.20766140301954e-15	3	A3A
SP51824	2.30424502488463	4.93564050206603e-267	2052	1161	1.88562076798437	2.69175071925938	0.80612995127501	658	1394	36583	14727	21856	3.51982976903111e-15	9.15155739948089e-15	3	A3A
SP52607	2.04582847267679	1.58897764102458e-37	372	190	1.51202346295192	2.46601582551693	0.95399236256501	104	268	6045	2343	3702	8.00260370835267e-06	1.73389747014308e-05	3	A3A
SP54113	1.95068069960428	0	6335	3087	1.93371429023683	2.05207973659735	0.11836544636052	2456	3879	163287	65622	97665	0.0193090780269679	0.0278908904833981	2	A3A
SP52779	1.93939689820298	1.03381841802272e-170	1979	959	1.74380566816797	2.15849192416336	0.41468625599539	703	1276	56174	22776	33398	3.45387465474383e-06	8.1637037293945e-06	2	A3A
SP56303	1.40321778143746	3.50292911613484e-19	723	208	1.59134398299212	1.33938806577986	-0.25195591721226	323	400	23374	9458	13916	0.0208770120768552	0.0285685428420124	2	A3B
SP50263	1.36301842397781	1.06873341935085e-13	595	158	1.66470482552228	1.21680873010785	-0.44789609541443	288	307	15227	6194	9033	0.000104891180489166	0.000181811379514554	2	A3B
SP52284	1.33720502942816	7.64332202565154e-07	295	74	1.77044736928228	1.10172493180164	-0.66872243748064	153	142	7716	3097	4619	3.58424367473526e-05	6.65645253879406e-05	2	A3B
SP56079	1.25347253322634	5.65160878414758e-18	1464	296	1.63706915964126	1.04989724277919	-0.58717191686207	751	713	70817	28551	42266	1.06818561793055e-17	3.47160325827428e-17	1	A3B
SP50321	1.17135766406434	0.00178769689863931	360	53	1.45671821034163	1.03228536299137	-0.42443284735026	176	184	18441	7450	10991	0.00111047386303447	0.00169837179052331	1	A3B
SP53618	1.16301759227025	2.59552184219556e-09	1512	212	1.35563835147701	1.0868141876002	-0.26882416387681	691	821	88824	35787	53037	1.8058544488769e-05	3.6117088977538e-05	1	A3B
SP53073	1.14317678949786	0.000894124174896538	569	71	1.38051909396013	1.03742922567377	-0.34308986828636	266	303	33893	13472	20421	0.000637182677086784	0.00103542185026602	1	A3B
SP50611	1.12295431243997	8.20488420757657e-06	1401	153	1.51035673025964	0.915212493178537	-0.595144237081103	733	668	78198	31230	46968	3.97670333153762e-21	1.47706123742826e-20	1	A3B
SP55711	2.0423851311055	4.78986611194164e-76	765	390	2.23390246069038	1.9968069911066	-0.23709546958378	333	432	11661	4757	6904	0.11866256872389	0.154261339341058	ND	ND
SP55235	1.62686972672324	8.73190018142701e-238	4902	1889	1.67421865203964	1.66974649437424	-0.0044721576654001	1970	2932	167745	67305	100440	0.929303211232099	0.929303211232099	ND	ND
SP55509	1.55847084348206	2.64688855647613e-99	2397	859	1.56632750676205	1.62404869876792	0.05772119200587	940	1457	96573	38708	57865	0.386962868772508	0.41920977450355	ND	ND
SP50827	1.55471881620417	1.06881590354592e-64	1564	558	1.66422991507037	1.55314425100074	-0.11108566406963	661	903	58634	23798	34836	0.17478506047858	0.216400551068718	ND	ND
SP51446	1.33403144536292	3.73118367718533e-07	318	80	1.46789956765373	1.29922443138714	-0.16867513626659	142	176	8238	3432	4806	0.270994402835161	0.306341498857138	ND	ND
SP50518	1.30225185567927	7.79765826943219e-07	353	82	1.23369978433619	1.39689500849245	0.16319522415626	131	222	9385	3759	5626	0.268234400561784	0.306341498857138	ND	ND
SP53548	1.26577507322576	0.000190655095645788	241	51	1.2744587943837	1.30674252730824	0.03228373292454	93	148	15019	5885	9134	0.894227095750337	0.929303211232099	ND	ND
SP50592	1.10121548073117	0.0941203559741452	237	0	1.38378351431778	0.965234016455078	-0.418549497862702	116	121	7354	2947	4407	NA	NA	NA	NA
SP55387	1.06021335328079	0.12229722239549	496	0	1.31112518708479	0.936378301823641	-0.374746885261149	244	252	29894	12221	17673	NA	NA	NA	NA
SP52232	1.04456381318098	0.164400216510565	654	0	1.35199373592477	0.887921001712821	-0.464072734211949	328	326	37419	14888	22531	NA	NA	NA	NA
SP52667	1.03838591666399	0.180691769028358	755	0	1.32210114243369	0.894353200136148	-0.427747942297542	377	378	47894	19295	28599	NA	NA	NA	NA
SP51037	1.00790948422344	0.558210018489361	184	0	1.29467557280231	0.864985462088067	-0.429690110714243	91	93	6099	2411	3688	NA	NA	NA	NA
SP55309	0.979004930911029	0.687550663920523	80	0	0.995313578096761	1.02275678135797	0.0274432032612091	31	49	2556	1007	1549	NA	NA	NA	NA
SP53810	0.972147328446792	0.997595703781785	2968	0	1.22344858985515	0.847258212218586	-0.376190377636564	1464	1504	267012	107516	159496	NA	NA	NA	NA
SP50412	0.879459415452251	0.988357633890337	70	0	0.947467516815761	0.870266459890032	-0.077201056925729	30	40	3116	1271	1845	NA	NA	NA	NA
SP50485	0.866746273420979	0.997595703781785	88	0	0.746432531548349	0.985000833035035	0.238568301486686	29	59	3411	1342	2069	NA	NA	NA	NA
SP50406	0.610828104389398	0.997595703781785	16	0	0.893129120254603	0.456684725076281	-0.436444395178322	9	7	837	332	505	NA	NA	NA	NA
SP55004	0.493892137751787	0.997595703781785	11	0	0.834685073339085	0.300565463244889	-0.534119610094196	7	4	789	305	484	NA	NA	NA	NA
SP56566	3.66749929074455	0	5090	3702	2.91531057302636	4.2867902185426	1.37147964551624	1500	3590	37336	14209	23127	3.41230665628442e-43	5.3459470948456e-42	4	A3A
SP56553	3.59909948632718	0	27287	19705	2.80281676202258	4.24501705917593	1.44220029715335	7980	19307	215913	83125	132788	1.13177371479354e-255	5.31933645952964e-254	4	A3A
SP56941	3.5408177464516	0	1338	960	2.44823976391809	4.35010295965395	1.90186319573586	348	990	8750	3364	5386	3.32302573939232e-25	2.60303682919065e-24	4	A3A
SP57450	3.39371778918437	0	4854	3424	2.77480049738746	3.92254396993171	1.14774347254425	1511	3343	39869	15543	24326	8.78577247535259e-34	1.03232826585393e-32	4	A3A
SP57846	3.3361651973943	0	8363	5856	2.6813858186487	3.896015413876	1.2146295952273	2566	5797	84721	33161	51560	2.86382394563144e-64	6.72998627223389e-63	4	A3A
SP59245	2.84585360176705	0	6464	4193	2.46479134607196	3.22287824716431	0.75808690109235	2189	4275	84976	34078	50898	7.10135413353526e-27	6.67527288552315e-26	4	A3A
SP56541	2.80040087335082	0	4366	2807	2.38373169601215	3.19017381577128	0.80644211975913	1423	2943	65380	25686	39694	3.03768512578896e-21	1.78464001140102e-20	4	A3A
SP56474	2.75447721174957	0	2656	1692	2.39371606707936	3.1106519797011	0.71693591262174	891	1765	28702	11370	17332	1.43002726378291e-11	3.95360478810569e-11	4	A3A
SP56460	2.74912863881661	0	3591	2285	2.37142059268724	3.12152317719336	0.75010258450612	1192	2399	46720	18474	28246	3.25746320926777e-16	1.17769823719681e-15	3	A3A
SP56754	2.35453231206356	0	2460	1415	2.24071466009733	2.53346603432599	0.29275137422866	927	1533	45204	18356	26848	0.00236422092976533	0.00358446399028938	3	A3A
SP57251	2.2746947941233	0	4205	2356	2.09126954696963	2.49849327728291	0.40722373031328	1503	2702	78924	31510	47414	1.09681587493002e-08	2.57751730608554e-08	3	A3A
SP57933	2.26132942986526	0	4489	2504	1.94262467933891	2.57462541369192	0.63200073435301	1496	2993	86246	34367	51879	2.23937395363023e-20	1.16945084245134e-19	3	A3A
SP58342	2.23989972225638	0	5487	3037	2.04682858885621	2.47743260997063	0.43060402111442	1957	3530	110508	44376	66132	2.62898771275012e-12	8.23749483328371e-12	3	A3A
SP56502	2.12824039874084	0	3359	1781	2.06827603810892	2.26292113072208	0.19464509261316	1272	2087	68144	27262	40882	0.00979564549293714	0.0139513738838802	3	A3A
SP57538	1.76134248058175	6.5042436958417e-142	2186	945	1.94711579003428	1.70916577742747	-0.23795001260681	964	1222	58517	23942	34575	0.002212186998274	0.00346575963062927	3	A3B
SP57066	1.65512812956815	6.41321120722034e-140	2674	1058	1.7848159013661	1.6430392142861	-0.14177668708	1136	1538	84740	34298	50442	0.0321995596414526	0.0432394086613792	3	A3B
SP57024	1.57773572136538	1.45673425884732e-50	1135	416	1.78947596731651	1.50369068126766	-0.28578528604885	514	621	34524	14162	20362	0.00321143636041727	0.00471679715436286	3	A3B
SP58991	1.44401518248488	8.02296495285829e-39	1297	399	1.76080178681679	1.29398063842092	-0.46682114839587	627	670	41717	16999	24718	2.05785339693337e-08	4.39632316617584e-08	2	A3B
SP56771	1.4325803056966	4.6694973743913e-18	596	180	1.80400823522988	1.2421431904354	-0.56186504479448	298	298	17853	7280	10573	4.41914408939151e-06	8.30799088805603e-06	2	A3B
SP57267	1.358662023809	3.28948564935789e-40	1899	501	1.74051464346513	1.15878767886414	-0.58172696460099	964	935	74550	30344	44206	3.58283192534643e-19	1.68393100491282e-18	2	A3B
